img,forward,steering_angle
training_2025-06-14 11:59:05.930078.jpg,1,0
training_2025-06-14 11:59:06.602230.jpg,1,0
training_2025-06-14 11:59:07.369110.jpg,1,0
training_2025-06-14 11:59:08.042868.jpg,1,0
training_2025-06-14 12:01:53.489975.jpg,1,0
training_2025-06-14 12:01:54.151454.jpg,1,1
training_2025-06-14 12:01:54.822199.jpg,1,1
training_2025-06-14 12:01:55.544866.jpg,1,0
training_2025-06-14 12:01:56.229819.jpg,1,0
training_2025-06-14 12:01:56.905353.jpg,1,0
training_2025-06-14 12:01:57.576513.jpg,1,-1
training_2025-06-14 12:01:58.253119.jpg,1,0
training_2025-06-14 12:01:58.926108.jpg,1,0
training_2025-06-14 12:01:59.595800.jpg,1,0
training_2025-06-14 12:02:00.268288.jpg,1,-1
training_2025-06-14 12:02:01.040593.jpg,1,-1
training_2025-06-14 12:02:01.713348.jpg,1,0
training_2025-06-14 12:02:02.385045.jpg,1,0
training_2025-06-14 12:02:03.057174.jpg,1,-1
training_2025-06-14 12:02:03.728891.jpg,1,0
training_2025-06-14 12:02:04.403465.jpg,1,0
training_2025-06-14 12:02:05.076940.jpg,1,0
training_2025-06-14 12:02:05.745158.jpg,1,-1
training_2025-06-14 12:02:06.512758.jpg,1,0
training_2025-06-14 12:02:07.189221.jpg,1,0
training_2025-06-14 12:02:07.864233.jpg,1,-1
training_2025-06-14 12:02:08.534620.jpg,1,0
training_2025-06-14 12:02:09.210477.jpg,1,0
training_2025-06-14 12:02:09.879903.jpg,1,-1
training_2025-06-14 12:02:10.552429.jpg,1,0
training_2025-06-14 12:02:11.226229.jpg,1,0
training_2025-06-14 12:02:11.969506.jpg,1,-1
training_2025-06-14 12:02:12.647433.jpg,1,0
training_2025-06-14 12:02:13.315138.jpg,1,0
training_2025-06-14 12:02:13.984700.jpg,1,-1
training_2025-06-14 12:02:14.657783.jpg,1,-1
training_2025-06-14 12:02:15.331204.jpg,1,0
training_2025-06-14 12:02:16.000664.jpg,1,0
training_2025-06-14 12:02:16.677405.jpg,1,0
training_2025-06-14 12:02:17.452528.jpg,1,0
training_2025-06-14 12:02:18.127199.jpg,1,0
training_2025-06-14 12:02:18.796770.jpg,1,-1
training_2025-06-14 12:02:19.468679.jpg,1,-1
training_2025-06-14 12:02:20.141663.jpg,1,-1
training_2025-06-14 12:02:20.815313.jpg,1,0
training_2025-06-14 12:02:21.488424.jpg,1,0
training_2025-06-14 12:02:22.160751.jpg,1,0
training_2025-06-14 12:02:22.930271.jpg,1,0
training_2025-06-14 12:02:23.606314.jpg,1,-1
training_2025-06-14 12:02:24.276292.jpg,1,-1
training_2025-06-14 12:02:24.950303.jpg,1,-1
training_2025-06-14 12:02:25.625832.jpg,1,0
training_2025-06-14 12:02:26.298109.jpg,1,0
training_2025-06-14 12:02:26.966859.jpg,1,0
training_2025-06-14 12:02:27.640722.jpg,1,0
training_2025-06-14 12:02:28.410631.jpg,1,-1
training_2025-06-14 12:02:29.085567.jpg,1,-1
training_2025-06-14 12:02:29.759867.jpg,1,0
training_2025-06-14 12:02:30.429217.jpg,1,0
training_2025-06-14 12:02:31.101782.jpg,1,-1
training_2025-06-14 12:02:31.777559.jpg,1,0
training_2025-06-14 12:02:32.446375.jpg,1,0
training_2025-06-14 12:02:33.123255.jpg,1,0
training_2025-06-14 12:02:33.880893.jpg,1,0
training_2025-06-14 12:02:34.548866.jpg,1,-1
training_2025-06-14 12:02:35.219432.jpg,1,-1
training_2025-06-14 12:02:35.888852.jpg,1,0
training_2025-06-14 12:02:36.561873.jpg,1,0
training_2025-06-14 12:02:37.232827.jpg,1,0
training_2025-06-14 12:02:37.905254.jpg,1,-1
training_2025-06-14 12:02:38.577038.jpg,1,-1
training_2025-06-14 12:02:39.350864.jpg,1,0
training_2025-06-14 12:02:40.025241.jpg,1,0
training_2025-06-14 12:02:40.698321.jpg,1,0
training_2025-06-14 12:02:41.370038.jpg,1,0
training_2025-06-14 12:02:42.038353.jpg,1,-1
training_2025-06-14 12:02:42.713871.jpg,1,-1
training_2025-06-14 12:02:43.386408.jpg,1,0
training_2025-06-14 12:02:44.054117.jpg,1,-1
training_2025-06-14 12:02:44.830095.jpg,1,-1
training_2025-06-14 12:02:45.503973.jpg,1,0
training_2025-06-14 12:02:46.172409.jpg,1,0
training_2025-06-14 12:02:46.846748.jpg,1,0
training_2025-06-14 12:02:47.518781.jpg,1,-1
training_2025-06-14 12:02:48.194023.jpg,1,-1
training_2025-06-14 12:02:48.867003.jpg,1,0
training_2025-06-14 12:02:49.535466.jpg,1,0
training_2025-06-14 12:02:50.282755.jpg,1,0
training_2025-06-14 12:02:50.948586.jpg,1,0
training_2025-06-14 12:02:51.623993.jpg,1,-1
training_2025-06-14 12:02:52.296016.jpg,1,-1
training_2025-06-14 12:02:52.965465.jpg,1,0
training_2025-06-14 12:02:53.638963.jpg,1,0
training_2025-06-14 12:02:54.313246.jpg,1,0
training_2025-06-14 12:02:54.982137.jpg,1,-1
training_2025-06-14 12:02:55.758722.jpg,1,-1
training_2025-06-14 12:02:56.432713.jpg,1,0
training_2025-06-14 12:02:57.106608.jpg,1,0
training_2025-06-14 12:02:57.776989.jpg,1,0
training_2025-06-14 12:02:58.450364.jpg,1,0
training_2025-06-14 12:02:59.123738.jpg,1,-1
training_2025-06-14 12:02:59.794002.jpg,1,0
training_2025-06-14 12:03:00.467142.jpg,1,0
training_2025-06-14 12:03:01.241729.jpg,1,-1
training_2025-06-14 12:03:01.918743.jpg,1,-1
training_2025-06-14 12:03:02.589864.jpg,1,-1
training_2025-06-14 12:03:03.260816.jpg,1,0
training_2025-06-14 12:03:03.933529.jpg,1,0
training_2025-06-14 12:03:04.607520.jpg,1,0
training_2025-06-14 12:03:05.277596.jpg,1,-1
training_2025-06-14 12:03:05.951641.jpg,1,-1
training_2025-06-14 12:03:06.699300.jpg,1,0
training_2025-06-14 12:03:07.368784.jpg,1,0
training_2025-06-14 12:03:08.041389.jpg,1,0
training_2025-06-14 12:03:08.712519.jpg,1,-1
training_2025-06-14 12:03:09.385610.jpg,1,-1
training_2025-06-14 12:03:10.055919.jpg,1,0
training_2025-06-14 12:03:10.729804.jpg,1,0
training_2025-06-14 12:03:11.401686.jpg,1,0
training_2025-06-14 12:03:12.171865.jpg,1,-1
training_2025-06-14 12:03:12.848934.jpg,1,0
training_2025-06-14 12:03:13.525701.jpg,1,0
training_2025-06-14 12:03:14.195679.jpg,1,-1
training_2025-06-14 12:03:14.865127.jpg,1,-1
training_2025-06-14 12:03:15.536777.jpg,1,0
training_2025-06-14 12:03:16.209796.jpg,1,0
training_2025-06-14 12:03:16.881918.jpg,1,0
training_2025-06-14 12:03:17.654557.jpg,1,0
training_2025-06-14 12:03:18.332602.jpg,1,-1
training_2025-06-14 12:03:19.001644.jpg,1,0
training_2025-06-14 12:03:19.673651.jpg,1,0
training_2025-06-14 12:03:20.348417.jpg,1,-1
training_2025-06-14 12:03:21.022186.jpg,1,0
training_2025-06-14 12:03:21.693196.jpg,1,0
training_2025-06-14 12:03:22.365592.jpg,1,-1
training_2025-06-14 12:05:43.021536.jpg,0,0
training_2025-06-14 12:05:43.709631.jpg,0,0
training_2025-06-14 12:05:44.394716.jpg,0,0
training_2025-06-14 12:05:45.057733.jpg,1,0
training_2025-06-14 12:05:45.731511.jpg,1,-1
training_2025-06-14 12:05:46.404148.jpg,1,0
training_2025-06-14 12:05:47.137873.jpg,1,0
training_2025-06-14 12:05:47.815622.jpg,1,0
training_2025-06-14 12:05:48.487223.jpg,1,-1
training_2025-06-14 12:05:49.166273.jpg,1,0
training_2025-06-14 12:05:49.838323.jpg,1,0
training_2025-06-14 12:05:50.507538.jpg,1,-1
training_2025-06-14 12:05:51.178931.jpg,1,0
training_2025-06-14 12:05:51.851189.jpg,1,-1
training_2025-06-14 12:05:52.621843.jpg,1,0
training_2025-06-14 12:05:53.296971.jpg,1,0
training_2025-06-14 12:05:53.970281.jpg,1,0
training_2025-06-14 12:05:54.646587.jpg,1,-1
training_2025-06-14 12:05:55.317776.jpg,1,-1
training_2025-06-14 12:05:55.991178.jpg,1,0
training_2025-06-14 12:05:56.663013.jpg,1,0
training_2025-06-14 12:05:57.335467.jpg,1,0
training_2025-06-14 12:05:58.084310.jpg,1,-1
training_2025-06-14 12:05:58.745135.jpg,1,-1
training_2025-06-14 12:05:59.416443.jpg,1,0
training_2025-06-14 12:06:00.088665.jpg,1,0
training_2025-06-14 12:06:00.762554.jpg,1,-1
training_2025-06-14 12:06:01.437716.jpg,1,-1
training_2025-06-14 12:06:02.104580.jpg,1,0
training_2025-06-14 12:06:02.778638.jpg,1,0
training_2025-06-14 12:06:03.554280.jpg,1,-1
training_2025-06-14 12:06:04.226348.jpg,1,0
training_2025-06-14 12:06:04.901170.jpg,1,0
training_2025-06-14 12:06:05.570133.jpg,1,-1
training_2025-06-14 12:06:06.243378.jpg,1,0
training_2025-06-14 12:06:06.917515.jpg,1,0
training_2025-06-14 12:06:07.585911.jpg,1,-1
training_2025-06-14 12:06:08.260615.jpg,1,-1
training_2025-06-14 12:06:09.029792.jpg,1,0
training_2025-06-14 12:06:09.707845.jpg,1,0
training_2025-06-14 12:06:10.382900.jpg,1,-1
training_2025-06-14 12:06:11.051878.jpg,1,0
training_2025-06-14 12:06:11.723985.jpg,1,0
training_2025-06-14 12:06:12.396759.jpg,1,0
training_2025-06-14 12:06:13.067044.jpg,1,-1
training_2025-06-14 12:06:13.739010.jpg,1,0
training_2025-06-14 12:06:14.490377.jpg,1,0
training_2025-06-14 12:06:15.157854.jpg,1,0
training_2025-06-14 12:06:15.830136.jpg,1,-1
training_2025-06-14 12:06:16.502121.jpg,1,-1
training_2025-06-14 12:06:17.176069.jpg,1,-1
training_2025-06-14 12:06:17.845563.jpg,1,0
training_2025-06-14 12:06:18.519352.jpg,1,0
training_2025-06-14 12:06:19.191176.jpg,1,0
training_2025-06-14 12:06:19.971137.jpg,1,0
training_2025-06-14 12:06:20.637986.jpg,1,-1
training_2025-06-14 12:06:21.308180.jpg,1,0
training_2025-06-14 12:06:21.981552.jpg,1,-1
training_2025-06-14 12:06:22.654105.jpg,1,-1
training_2025-06-14 12:06:23.326001.jpg,1,0
training_2025-06-14 12:06:23.999919.jpg,1,0
training_2025-06-14 12:06:24.670544.jpg,1,0
training_2025-06-14 12:06:25.438221.jpg,1,0
training_2025-06-14 12:06:26.115381.jpg,1,-1
training_2025-06-14 12:06:26.789408.jpg,1,-1
training_2025-06-14 12:06:27.462351.jpg,1,0
training_2025-06-14 12:06:28.134552.jpg,1,0
training_2025-06-14 12:06:28.808514.jpg,1,-1
training_2025-06-14 12:06:29.478312.jpg,1,0
training_2025-06-14 12:06:30.154478.jpg,1,0
training_2025-06-14 12:06:30.896001.jpg,1,0
training_2025-06-14 12:06:31.567436.jpg,1,-1
training_2025-06-14 12:06:32.238160.jpg,1,0
training_2025-06-14 12:06:32.907804.jpg,1,0
training_2025-06-14 12:06:33.581756.jpg,1,-1
training_2025-06-14 12:06:34.258619.jpg,1,0
training_2025-06-14 12:06:34.929982.jpg,1,0
training_2025-06-14 12:06:35.602872.jpg,1,-1
training_2025-06-14 12:06:36.371164.jpg,1,-1
training_2025-06-14 12:06:37.053069.jpg,1,0
training_2025-06-14 12:06:37.726608.jpg,1,0
training_2025-06-14 12:06:38.394058.jpg,1,-1
training_2025-06-14 12:06:39.065974.jpg,1,-1
training_2025-06-14 12:06:39.746062.jpg,1,0
training_2025-06-14 12:06:40.415261.jpg,1,0
training_2025-06-14 12:06:41.089346.jpg,1,0
training_2025-06-14 12:06:41.856672.jpg,1,0
training_2025-06-14 12:06:42.532839.jpg,1,-1
training_2025-06-14 12:06:43.206840.jpg,1,-1
training_2025-06-14 12:06:43.882727.jpg,1,0
training_2025-06-14 12:06:44.552234.jpg,1,-1
training_2025-06-14 12:06:45.235297.jpg,1,-1
training_2025-06-14 12:06:45.901512.jpg,1,0
training_2025-06-14 12:06:46.572718.jpg,1,0
training_2025-06-14 12:06:47.342594.jpg,1,0
training_2025-06-14 12:06:48.021591.jpg,1,-1
training_2025-06-14 12:06:48.696800.jpg,1,-1
training_2025-06-14 12:06:49.368123.jpg,1,0
training_2025-06-14 12:06:50.038140.jpg,1,0
training_2025-06-14 12:06:50.710384.jpg,1,0
training_2025-06-14 12:06:51.383439.jpg,1,0
training_2025-06-14 12:06:52.058845.jpg,1,-1
training_2025-06-14 12:06:52.815240.jpg,1,-1
training_2025-06-14 12:06:53.485377.jpg,1,-1
training_2025-06-14 12:06:54.148278.jpg,1,0
training_2025-06-14 12:06:54.820800.jpg,1,0
training_2025-06-14 12:06:55.495015.jpg,1,0
training_2025-06-14 12:06:56.168792.jpg,1,0
training_2025-06-14 12:06:56.837036.jpg,1,-1
training_2025-06-14 12:06:57.511812.jpg,1,-1
training_2025-06-14 12:06:58.278178.jpg,1,0
training_2025-06-14 12:06:58.955078.jpg,1,0
training_2025-06-14 12:06:59.632045.jpg,1,-1
training_2025-06-14 12:07:00.297928.jpg,1,0
training_2025-06-14 12:07:00.974432.jpg,1,0
training_2025-06-14 12:07:01.645597.jpg,1,-1
training_2025-06-14 12:07:02.324940.jpg,1,0
training_2025-06-14 12:07:02.990519.jpg,1,0
training_2025-06-14 12:07:03.763079.jpg,1,-1
training_2025-06-14 12:07:04.440240.jpg,1,0
training_2025-06-14 12:07:05.111730.jpg,1,0
training_2025-06-14 12:07:05.784108.jpg,1,0
training_2025-06-14 12:07:06.457300.jpg,1,-1
training_2025-06-14 12:07:07.129240.jpg,1,-1
training_2025-06-14 12:07:07.799645.jpg,1,0
training_2025-06-14 12:07:08.474337.jpg,1,0
training_2025-06-14 12:07:09.222641.jpg,1,0
training_2025-06-14 12:07:09.895173.jpg,1,0
training_2025-06-14 12:07:10.562142.jpg,1,-1
training_2025-06-14 12:07:11.236908.jpg,1,-1
training_2025-06-14 12:07:11.906320.jpg,1,-1
training_2025-06-14 12:07:12.578710.jpg,1,0
training_2025-06-14 12:07:13.250248.jpg,1,0
training_2025-06-14 12:07:13.918383.jpg,1,0
training_2025-06-14 12:07:14.688133.jpg,1,-1
training_2025-06-14 12:07:15.368659.jpg,1,-1
training_2025-06-14 12:07:16.043045.jpg,1,0
training_2025-06-14 12:07:16.710679.jpg,1,0
training_2025-06-14 12:07:17.383071.jpg,1,0
training_2025-06-14 12:07:18.055718.jpg,1,-1
training_2025-06-14 12:07:18.726356.jpg,1,0
training_2025-06-14 12:07:19.400880.jpg,1,-1
training_2025-06-14 12:07:20.168381.jpg,1,0
training_2025-06-14 12:07:20.845211.jpg,1,0
training_2025-06-14 12:07:21.517594.jpg,1,-1
training_2025-06-14 12:07:22.193194.jpg,1,0
training_2025-06-14 12:07:22.863880.jpg,1,0
training_2025-06-14 12:07:23.541570.jpg,1,-1
training_2025-06-14 12:07:24.212213.jpg,1,0
training_2025-06-14 12:07:24.881576.jpg,1,0
training_2025-06-14 12:07:25.634908.jpg,1,0
training_2025-06-14 12:07:26.301777.jpg,1,-1
training_2025-06-14 12:07:26.967863.jpg,1,-1
training_2025-06-14 12:07:27.644524.jpg,1,0
training_2025-06-14 12:07:28.316210.jpg,1,0
training_2025-06-14 12:07:28.986450.jpg,1,0
training_2025-06-14 12:07:29.659931.jpg,1,0
training_2025-06-14 12:07:30.332246.jpg,1,-1
training_2025-06-14 12:07:31.105305.jpg,1,-1
training_2025-06-14 12:07:31.787006.jpg,1,0
training_2025-06-14 12:07:32.455776.jpg,1,-1
training_2025-06-14 12:07:33.124445.jpg,1,0
training_2025-06-14 12:07:33.797885.jpg,1,0
training_2025-06-14 12:07:34.469166.jpg,1,0
training_2025-06-14 12:07:35.140527.jpg,1,0
training_2025-06-14 12:07:35.813837.jpg,1,-1
training_2025-06-14 12:07:36.586415.jpg,1,-1
training_2025-06-14 12:07:37.265631.jpg,1,0
training_2025-06-14 12:07:37.937020.jpg,1,-1
training_2025-06-14 12:07:38.611855.jpg,1,0
training_2025-06-14 12:07:39.281688.jpg,1,0
training_2025-06-14 12:07:39.954973.jpg,1,0
training_2025-06-14 12:07:40.624533.jpg,1,-1
training_2025-06-14 12:07:41.298222.jpg,1,0
training_2025-06-14 12:07:42.052667.jpg,1,0
training_2025-06-14 12:07:42.721131.jpg,1,-1
training_2025-06-14 12:07:43.388847.jpg,1,0
training_2025-06-14 12:07:44.062881.jpg,0,0
training_2025-06-14 12:07:44.736272.jpg,0,0
training_2025-06-14 12:07:45.414383.jpg,0,0
training_2025-06-14 12:07:46.083413.jpg,0,0
training_2025-06-14 12:07:46.760018.jpg,0,0
training_2025-06-14 12:07:47.523021.jpg,0,0
training_2025-06-14 12:07:48.202107.jpg,0,0
training_2025-06-14 12:07:48.873401.jpg,0,0
training_2025-06-14 12:07:49.549349.jpg,0,0
training_2025-06-14 12:07:50.221998.jpg,0,0
training_2025-06-14 12:07:50.894666.jpg,0,0
training_2025-06-14 12:07:51.564231.jpg,0,0
training_2025-06-14 12:07:52.237942.jpg,0,0
training_2025-06-14 12:07:53.006197.jpg,0,0
training_2025-06-14 12:07:53.688424.jpg,0,0
training_2025-06-14 12:07:54.358670.jpg,0,0
training_2025-06-14 12:07:55.033120.jpg,0,0
training_2025-06-14 12:07:55.706231.jpg,0,0
training_2025-06-14 12:07:56.377984.jpg,0,0
training_2025-06-14 12:07:57.051368.jpg,0,0
training_2025-06-14 12:07:57.722869.jpg,0,0
training_2025-06-14 12:07:58.495221.jpg,1,0
training_2025-06-14 12:07:59.170985.jpg,1,-1
training_2025-06-14 12:07:59.842816.jpg,1,-1
training_2025-06-14 12:08:00.516892.jpg,1,-1
training_2025-06-14 12:08:01.189771.jpg,1,0
training_2025-06-14 12:08:01.863601.jpg,1,0
training_2025-06-14 12:08:02.533700.jpg,1,0
training_2025-06-14 12:08:03.205886.jpg,1,0
training_2025-06-14 12:08:03.956920.jpg,1,0
training_2025-06-14 12:08:04.621562.jpg,1,-1
training_2025-06-14 12:08:05.292238.jpg,1,-1
training_2025-06-14 12:08:05.964899.jpg,1,-1
training_2025-06-14 12:08:06.636251.jpg,1,0
training_2025-06-14 12:08:07.308993.jpg,1,0
training_2025-06-14 12:08:07.981150.jpg,1,-1
training_2025-06-14 12:08:08.653418.jpg,1,0
training_2025-06-14 12:08:09.420399.jpg,1,0
training_2025-06-14 12:08:10.097507.jpg,1,-1
training_2025-06-14 12:08:10.770031.jpg,1,-1
training_2025-06-14 12:08:11.443699.jpg,1,0
training_2025-06-14 12:08:12.115153.jpg,1,0
training_2025-06-14 12:08:12.786988.jpg,1,0
training_2025-06-14 12:08:13.460455.jpg,1,0
training_2025-06-14 12:08:14.132680.jpg,1,-1
training_2025-06-14 12:08:14.911066.jpg,1,-1
training_2025-06-14 12:08:15.580425.jpg,1,0
training_2025-06-14 12:08:16.253737.jpg,1,0
training_2025-06-14 12:08:16.926448.jpg,1,0
training_2025-06-14 12:08:17.603409.jpg,1,-1
training_2025-06-14 12:08:18.269661.jpg,1,-1
training_2025-06-14 12:08:18.940793.jpg,1,0
training_2025-06-14 12:08:19.615522.jpg,1,0
training_2025-06-14 12:08:20.365395.jpg,1,0
training_2025-06-14 12:08:21.037925.jpg,1,0
training_2025-06-14 12:08:21.705975.jpg,1,-1
training_2025-06-14 12:08:22.370615.jpg,1,-1
training_2025-06-14 12:08:23.047654.jpg,1,0
training_2025-06-14 12:08:23.723463.jpg,1,-1
training_2025-06-14 12:08:24.389748.jpg,1,0
training_2025-06-14 12:08:25.065645.jpg,1,0
training_2025-06-14 12:08:25.839272.jpg,1,0
training_2025-06-14 12:08:26.515886.jpg,1,-1
training_2025-06-14 12:08:27.182871.jpg,1,0
training_2025-06-14 12:08:27.855713.jpg,1,0
training_2025-06-14 12:08:28.540922.jpg,1,-1
training_2025-06-14 12:08:29.201119.jpg,1,0
training_2025-06-14 12:08:29.871239.jpg,1,-1
training_2025-06-14 12:08:30.547709.jpg,1,0
training_2025-06-14 12:08:31.316096.jpg,1,0
training_2025-06-14 12:08:31.994082.jpg,1,0
training_2025-06-14 12:08:32.671102.jpg,1,-1
training_2025-06-14 12:08:33.344529.jpg,1,0
training_2025-06-14 12:08:34.013753.jpg,1,0
training_2025-06-14 12:08:34.686689.jpg,1,0
training_2025-06-14 12:08:35.353641.jpg,1,-1
training_2025-06-14 12:08:36.031680.jpg,1,-1
training_2025-06-14 12:08:36.778046.jpg,1,0
training_2025-06-14 12:08:37.441733.jpg,1,0
training_2025-06-14 12:08:38.112976.jpg,1,0
training_2025-06-14 12:08:38.786059.jpg,1,-1
training_2025-06-14 12:08:39.457150.jpg,1,0
training_2025-06-14 12:08:40.128119.jpg,1,0
training_2025-06-14 12:08:40.801779.jpg,1,-1
training_2025-06-14 12:08:41.471164.jpg,1,0
training_2025-06-14 12:08:42.242426.jpg,1,0
training_2025-06-14 12:08:42.920030.jpg,1,-1
training_2025-06-14 12:08:43.588574.jpg,1,0
training_2025-06-14 12:08:44.263407.jpg,1,0
training_2025-06-14 12:08:44.934214.jpg,1,0
training_2025-06-14 12:08:45.615097.jpg,1,-1
training_2025-06-14 12:08:46.286560.jpg,1,0
training_2025-06-14 12:08:46.952618.jpg,1,0
training_2025-06-14 12:08:47.722680.jpg,1,-1
training_2025-06-14 12:08:48.403793.jpg,1,0
training_2025-06-14 12:08:49.071120.jpg,1,0
training_2025-06-14 12:08:49.748177.jpg,1,0
training_2025-06-14 12:08:50.416041.jpg,1,-1
training_2025-06-14 12:08:51.085860.jpg,1,0
training_2025-06-14 12:08:51.764853.jpg,1,0
training_2025-06-14 12:08:52.435083.jpg,1,0
training_2025-06-14 12:08:53.189844.jpg,1,-1
training_2025-06-14 12:08:53.852671.jpg,1,0
training_2025-06-14 12:08:54.522635.jpg,1,0
training_2025-06-14 12:08:55.193577.jpg,1,-1
training_2025-06-14 12:08:55.867507.jpg,1,-1
training_2025-06-14 12:08:56.542629.jpg,1,0
training_2025-06-14 12:08:57.220022.jpg,1,0
training_2025-06-14 12:08:57.882635.jpg,1,0
training_2025-06-14 12:08:58.659120.jpg,1,0
training_2025-06-14 12:08:59.331782.jpg,1,-1
training_2025-06-14 12:09:00.006091.jpg,1,-1
training_2025-06-14 12:09:00.677779.jpg,1,0
training_2025-06-14 12:09:01.355915.jpg,1,0
training_2025-06-14 12:09:02.021385.jpg,1,-1
training_2025-06-14 12:09:02.693421.jpg,1,0
training_2025-06-14 12:09:03.366891.jpg,1,0
training_2025-06-14 12:09:04.142255.jpg,1,-1
training_2025-06-14 12:09:04.817368.jpg,1,0
training_2025-06-14 12:09:05.492982.jpg,1,0
training_2025-06-14 12:09:06.163121.jpg,1,-1
training_2025-06-14 12:09:06.837086.jpg,1,0
training_2025-06-14 12:09:07.511286.jpg,1,0
training_2025-06-14 12:09:08.182933.jpg,1,0
training_2025-06-14 12:09:08.855171.jpg,1,0
training_2025-06-14 12:09:09.603014.jpg,1,-1
training_2025-06-14 12:09:10.272263.jpg,1,0
training_2025-06-14 12:09:10.945058.jpg,1,0
training_2025-06-14 12:09:11.617733.jpg,1,0
training_2025-06-14 12:09:12.290036.jpg,1,-1
training_2025-06-14 12:09:12.962307.jpg,1,0
training_2025-06-14 12:09:13.634129.jpg,1,0
training_2025-06-14 12:09:14.307069.jpg,1,-1
training_2025-06-14 12:09:15.083562.jpg,1,0
training_2025-06-14 12:09:15.753081.jpg,1,0
training_2025-06-14 12:09:16.426492.jpg,1,0
training_2025-06-14 12:09:17.096649.jpg,1,-1
training_2025-06-14 12:09:17.768345.jpg,1,-1
training_2025-06-14 12:09:18.439684.jpg,1,0
training_2025-06-14 12:09:19.113895.jpg,1,0
training_2025-06-14 12:09:19.784282.jpg,1,-1
training_2025-06-14 12:09:20.565996.jpg,1,0
training_2025-06-14 12:09:21.241508.jpg,1,0
training_2025-06-14 12:09:21.911402.jpg,1,0
training_2025-06-14 12:09:22.577331.jpg,1,-1
training_2025-06-14 12:09:23.250878.jpg,1,-1
training_2025-06-14 12:09:23.922418.jpg,1,0
training_2025-06-14 12:09:24.595327.jpg,1,0
training_2025-06-14 12:09:25.268176.jpg,1,-1
training_2025-06-14 12:09:26.015514.jpg,1,0
training_2025-06-14 12:09:26.682400.jpg,1,0
training_2025-06-14 12:09:27.355253.jpg,1,0
training_2025-06-14 12:09:28.031366.jpg,1,-1
training_2025-06-14 12:09:28.698252.jpg,1,0
training_2025-06-14 12:09:29.378528.jpg,1,0
training_2025-06-14 12:09:30.043527.jpg,1,-1
training_2025-06-14 12:09:30.719856.jpg,1,0
training_2025-06-14 12:09:31.484716.jpg,1,0
training_2025-06-14 12:09:32.165130.jpg,1,0
training_2025-06-14 12:09:32.834078.jpg,1,-1
training_2025-06-14 12:09:33.504638.jpg,1,-1
training_2025-06-14 12:09:34.183524.jpg,1,0
training_2025-06-14 12:09:34.856126.jpg,1,0
training_2025-06-14 12:09:35.523577.jpg,1,0
training_2025-06-14 12:09:36.195219.jpg,1,-1
training_2025-06-14 12:09:36.966444.jpg,1,-1
training_2025-06-14 12:09:37.645036.jpg,1,0
training_2025-06-14 12:09:38.321083.jpg,1,0
training_2025-06-14 12:09:38.991740.jpg,1,0
training_2025-06-14 12:09:39.658979.jpg,1,0
training_2025-06-14 12:09:40.331831.jpg,1,-1
training_2025-06-14 12:09:41.005557.jpg,1,-1
training_2025-06-14 12:09:41.675638.jpg,1,0
training_2025-06-14 12:09:42.424923.jpg,1,0
training_2025-06-14 12:09:43.090425.jpg,1,-1
training_2025-06-14 12:09:43.765548.jpg,1,0
training_2025-06-14 12:09:44.434308.jpg,1,0
training_2025-06-14 12:09:45.112073.jpg,1,0
training_2025-06-14 12:09:45.781969.jpg,1,-1
training_2025-06-14 12:09:46.452242.jpg,1,0
training_2025-06-14 12:09:47.124823.jpg,1,-1
training_2025-06-14 12:09:47.907823.jpg,1,0
training_2025-06-14 12:09:48.574388.jpg,1,0
training_2025-06-14 12:09:49.249129.jpg,1,0
training_2025-06-14 12:09:49.918407.jpg,1,-1
training_2025-06-14 12:09:50.593580.jpg,1,-1
training_2025-06-14 12:09:51.268583.jpg,1,0
training_2025-06-14 12:09:51.935225.jpg,1,0
training_2025-06-14 12:09:52.609139.jpg,1,0
training_2025-06-14 12:09:53.381201.jpg,1,0
training_2025-06-14 12:09:54.056963.jpg,1,-1
training_2025-06-14 12:09:54.732581.jpg,1,-1
training_2025-06-14 12:09:55.406229.jpg,1,0
training_2025-06-14 12:09:56.074406.jpg,1,-1
training_2025-06-14 12:09:56.750883.jpg,1,-1
training_2025-06-14 12:09:57.421510.jpg,1,0
training_2025-06-14 12:09:58.090419.jpg,1,0
training_2025-06-14 12:09:58.842698.jpg,1,0
training_2025-06-14 12:09:59.512409.jpg,1,-1
training_2025-06-14 12:10:00.180025.jpg,1,-1
training_2025-06-14 12:10:00.855220.jpg,1,0
training_2025-06-14 12:10:01.528076.jpg,1,0
training_2025-06-14 12:10:02.194870.jpg,1,0
training_2025-06-14 12:10:02.868652.jpg,1,-1
training_2025-06-14 12:10:03.539936.jpg,1,-1
training_2025-06-14 12:10:04.314011.jpg,1,0
training_2025-06-14 12:10:04.985814.jpg,1,0
training_2025-06-14 12:10:05.657768.jpg,1,0
training_2025-06-14 12:10:06.337365.jpg,1,-1
training_2025-06-14 12:10:07.005847.jpg,1,-1
training_2025-06-14 12:10:07.674628.jpg,1,-1
training_2025-06-14 12:10:08.347784.jpg,1,0
training_2025-06-14 12:10:09.021921.jpg,1,0
training_2025-06-14 12:10:09.790328.jpg,1,0
training_2025-06-14 12:10:10.468637.jpg,1,0
training_2025-06-14 12:10:11.140452.jpg,1,-1
training_2025-06-14 12:10:11.813427.jpg,1,-1
training_2025-06-14 12:10:12.484661.jpg,1,0
